NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases
NCT00215800,Unknown,COMPLETED,1998-12,"Chronic Fatigue Syndrome, Myalgic Encephalomyelitis",Ampligen,No locations listed,2004-02,2005-09-22,2013-04-17,INTERVENTIONAL,PHASE3
NCT00157209,Unknown,COMPLETED,2000-08,"Lung Neoplasms, Carcinoma, Non-Small-Cell Lung","Tecemotide (L-BLP25), Single low dose cyclophosphamide, Best Supportive Care (BSC)",Darmstadt - Germany,2006-03,2005-09-12,2015-11-18,INTERVENTIONAL,PHASE2
NCT00641056,Unknown,COMPLETED,2008-04,Type 2 Diabetes Mellitus,"Exenatide Once Weekly, Insulin Glargine","Escondido - United States, Jacksonville - United States, Orlando - United States, West Palm Beach - United States, Honolulu - United States, Idaho Falls - United States, Minneapolis - United States, St. Louis - United States, Dayton - United States, Ada - United States, San Antonio - United States, Spokane - United States, Wollongong - Australia, Herston - Australia, Adelaide - Australia, Keswick - Australia, Box Hill - Australia, Geelong - Australia, Brussels - Belgium, Edegem - Belgium, Melnik - Czech Republic, Praha - Czech Republic, Stodulky - Czech Republic, Aalborg - Denmark, Arhus C - Denmark, Herlev - Denmark, Koge - Denmark, Angers - France, Corbeil Essoness - France, Nancy - France, Nanterre - France, Toulouse - France, Bad Mergentheim - Germany, Dresden - Germany, Essen - Germany, Falkensee - Germany, Fulda - Germany, Hamburg-Othmarschen - Germany, Munster - Germany, Rothenburg an der fulda - Germany, Speyer - Germany, Athens - Greece, Thessaloniki - Greece, Budapest - Hungary, Eger - Hungary, Gyula - Hungary, Pecs - Hungary, Gyeonggi-Do - Korea, Republic of, Seoul - Korea, Republic of, Merida - Mexico, Mexico City - Mexico, Tampico - Mexico, Tijuana - Mexico, Amsterdam - Netherlands, Gouda - Netherlands, Hoogeveen - Netherlands, Rotterdam - Netherlands, Zwijndrecht - Netherlands, Zwolle - Netherlands, Caguas - Puerto Rico, Yabucoa - Puerto Rico, Moscow - Russian Federation, Rostov-on-Don - Russian Federation, St. Petersburg - Russian Federation, Alicante - Spain, Alzira-Valencia - Spain, Barcelona - Spain, Bilbao - Spain, Madrid - Spain, Malaga - Spain, Teruel - Spain, Chia-Yi - Taiwan, Tainan County - Taiwan, Taipei - Taiwan, Taoyuan - Taiwan",2009-05,2008-03-21,2015-06-15,INTERVENTIONAL,PHASE3
NCT00307437,Unknown,COMPLETED,2005-05,Psoriasis,"Placebo; Ustekinumab (CNTO 1275) 45 or 90 mg, Ustekinumab (CNTO 1275) 45 mg, Ustekinumab (CNTO 1275) 90 mg","Birmingham - United States, Little Rock - United States, La Jolla - United States, Los Angeles - United States, San Diego - United States, Jacksonville - United States, Miami - United States, Normal - United States, Skokie - United States, Indianapolis - United States, Louisville - United States, Andover - United States, Boston - United States, Port Huron - United States, Saint Louis - United States, Las Vegas - United States, New Brunswick - United States, New York - United States, Winston Salem - United States, Cleveland - United States, Portland - United States, Philadelphia - United States, Plymouth Meeting - United States, Mt. Pleasant - United States, Nashville - United States, Houston - United States, San Antonio - United States, Salt Lake City - United States, Graz - Austria, Innsbruck - Austria, Wien - Austria, Calgary - Canada, Edmonton - Canada, Surrey - Canada, Vancouver - Canada, Moncton - Canada, Halifax - Canada, Barrie - Canada, Hamilton - Canada, London - Canada, North Bay - Canada, Toronto - Canada, Waterloo - Canada, Windsor - Canada, Montreal - Canada, Sainte-Foy - Canada, Sherbrooke - Canada, Nice - France, Berlin - Germany, Brandenburg - Germany, Dresden - Germany, Erlangen - Germany, Frankfurt - Germany, Hamburg - Germany, Kiel - Germany, Mainz - Germany, Munchen - Germany, Genève - Switzerland, Zurich N/A - Switzerland, London - United Kingdom, Salford - United Kingdom, Southampton Trials Carried Out - United Kingdom",2006-12,2006-03-28,2013-01-24,INTERVENTIONAL,PHASE3
NCT03207009,Unknown,COMPLETED,2017-06-08,Beta-Thalassemia,LentiGlobin BB305 Drug Product,"Oakland - United States, Chicago - United States, Philadelphia - United States, Marseille - France, Hannover - Germany, Heidelberg - Germany, Thessaloníki - Greece, Rome - Italy, London - United Kingdom",2022-11-15,2017-07-02,2024-03-07,INTERVENTIONAL,PHASE3
NCT00991211,Unknown,COMPLETED,2004-01,"Non-Hodgkin Lymphomas, Follicular Lymphomas, Immunocytomas, Lymphocytic Lymphomas, Marginal Zone Lymphomas","Bendamustine, Standard chemotherapy CHOP + Ritiximab",Giessen - Germany,2009-08,2009-10-07,2024-08-22,INTERVENTIONAL,PHASE3
NCT00050778,Unknown,COMPLETED,2002-12,"Multiple Sclerosis, Relapsing-Remitting","Interferon beta-1a, Alemtuzumab 12 mg, Alemtuzumab 24 mg","Scottsdale - United States, Little Rock - United States, Berkeley - United States, Irvine - United States, Pasadena - United States, Walnut Creek - United States, Denver - United States, Orlando - United States, Pompano Beach - United States, Sunrise - United States, Tampa - United States, Columbus - United States, Northbrook - United States, Fort Wayne - United States, Lexington - United States, Baltimore - United States, Detroit - United States, Farmington Hills - United States, Grand Rapids - United States, Rochester - United States, Las Vegas - United States, Stony Brook - United States, Winston-Salem - United States, Tulsa - United States, Allentown - United States, Knoxville - United States, Houston - United States, Richardson - United States, Round Rock - United States, San Antonio - United States, San Antonio - United States, Osijek - Croatia, Rijeka - Croatia, Zagreb - Croatia, Zagreb - Croatia, Zagreb - Croatia, Krakow - Poland, Lodz - Poland, Lublin - Poland, Poznan - Poland, Warszawa - Poland, Warszawa - Poland, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, St. Petersburg - Russian Federation, St. Petersburg - Russian Federation, Cambridge - United Kingdom",2007-09,2002-12-23,2015-01-08,INTERVENTIONAL,PHASE2
NCT00289978,FREEDOMS,COMPLETED,2006-01,Relapsing-remitting Multiple Sclerosis,"Fingolimod 1.25 mg, Fingolimod 0.5 mg, Placebo","Woodville South - Australia, Burrabil Avenue, Suite 17, Gosford - Australia, Chatswood - Australia, Fitzroy - Australia, Heidelberg - Australia, Ruddershove 10 - Belgium, Route de Lennik 808 - Belgium, Boulevard Paul Janson 92 - Belgium, Department Neurology, Herestraat 49 - Belgium, Department of Neurology & Rehab-Umit, Gentsesteenweg 132 - Belgium, St.Trudo, Diestersteenweg 100, - Belgium, Boemerangstraat 2, Overpelt - Belgium, Vanheylenstraat 16, Melsbroek - Belgium, ME498 2211 Wesbrook Mall, Vancouver - Canada, Halifax - Canada, Connell 7, 76 Stuart Street, Kingston - Canada, Ottawa - Canada, Toronto - Canada, Trillium Health Center, 00 Queesway West, Mississauga - Canada, Montreal - Canada, Regina - Canada, Department of Neurology, Zabrdovicka 3 - Czech Republic, First Department of Neurology, Pekarska 53 - Czech Republic, Department of Neurology, I.P. Paulova 6 - Czech Republic, Department of Neurology, Kyjevska 44 - Czech Republic, Department of Neurology, Alej Svobody 80 - Czech Republic, Department of Neurology, V Uvalu 84 - Czech Republic, MS Centrum, Neurologicka klinika, Karlovo namesti 32 - Czech Republic, Kralovske Vinohrady, Srobarova 50 - Czech Republic, Neurology Department of Hospital Teplice, Duchcovska 53 - Czech Republic, Jiraskova 1389, Rychnov nad Kneznou - Czech Republic, Ostrava - Czech Republic, Mannnerheiminaukio 1 B 2 Floor - Finland, Brahenkatu 11 D, - Finland, Hämeenkatu 18, 6th fl., Tampere - Finland, Kiinanmyllynkatu 11- 14, Turku - Finland, Neurologian poliklinikka, Sairaalankatu 1, Hyvinkää - Finland, Service Neurologie, Boulevard Jean Moulin, Marsielle Cedex 5 - France, Berlin - Germany, Berlin - Germany, Dusseldorf - Germany, Giessen - Germany, Hamburg - Germany, Hamburg - Germany, Leipzig - Germany, Magdeburg - Germany, Munchen - Germany, Munchen - Germany, Munster - Germany, Regensburg - Germany, Seesen/Harz - Germany, Stuttgart - Germany, Tubingen - Germany, Wurzburg - Germany, Athens - Greece, Mesogeion 154 Ave., Athens - Greece, Terma Zaimi, Melissia-Athens - Greece, Thessaloniki - Greece, Ashkelon - Israel, Haifa - Israel, Safed - Israel, Tel Hashomer, Ramat-Gan, - Israel, Eiveniu 2, Kaunas - Lithuania, De Boelelaan 1118 - Netherlands, Postbus 2500 - Netherlands, Heiweg 97 - Netherlands, Dr. Molewaterplein 40 - Netherlands, Hilvarenbeekse Weg 60 - Netherlands, Walramstraat 23, BK Sittard - Netherlands, Klinika Neurologii, Ul. Marii Skłodowskiej-Curie 24 A - Poland, Ul. Swietego Mikolaja 1/8 - Poland, Mozgu, Nowe Ogrody 1/6 - Poland, ul. Medykow 14 - Poland, Department of Neurology, ul. Przybyszewskiego 49 - Poland, Department of Neurology, Wołoska 137 - Poland, II Klinika Neurologii, ul. Sobieskiego 1/9 - Poland, MSWiAw Warszawie, Woloska 137 - Poland, ul. Banacha 1A - Poland, Lodz - Poland, Kazan - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, St-Petersburg - Russian Federation, St. Petersburg - Russian Federation, Limbová 5 - Slovakia, Kollárova 2, Martin - Slovakia, Mickiewiczova 13, Bratislava - Slovakia, ul.V. Spanyola 43, Žilina - Slovakia, Umhlanga - South Africa, E 8-74, Groote Schuur Hospital, Observatory Cape Town - South Africa, Sandton - South Africa, Forskningsenhet, SU/Östra CKÖ plan 0 - Sweden, Department Of Neurology R54, Stockholm - Sweden, Neuroimmunology unit, CMM L8:04, Stockholm - Sweden, Neurology-Neurosurgical, Petersgraben 4 - Switzerland, Rue du Bugnon - Switzerland, Frauenklinikstr. 26, Zurich - Switzerland, Department of Neurology - Turkey, Medical Faculty Neurology Department - Turkey, Medical Faculty Hospital Neurolgy Department - Turkey, Departement of Neurology - Turkey, Department of Neurology - Turkey, Neurology Department - Turkey, Tip Fakultesi, Noroloji ABD - Turkey, Hospital Neurology Service, 35120 Gaziler Cad. Izmir - Turkey, Inciralti, Izmir - Turkey, Istanbul - Turkey, Noroloji ABD, Mersin - Turkey, Noroloji Klinigi, Göztepe Istanbul - Turkey, P041 Institute of Psychiatry, Denmark Hill - United Kingdom, Division of Clinical Neurology Medical School - United Kingdom, Glossop Road - United Kingdom, Backshaw Road, London - United Kingdom, Beckspool Road, Bristol - United Kingdom, Queen Victoria Road, Newcastle-upon-Tyne - United Kingdom",2009-07,2006-02-10,2012-04-11,INTERVENTIONAL,PHASE3
NCT00099788,Unknown,COMPLETED,2004-10,Myocardial Ischemia,"Ranolazine, Placebo",Boston - United States,2007-02,2004-12-21,2009-11-26,INTERVENTIONAL,PHASE3
NCT00113607,Unknown,COMPLETED,2005-04,Ovarian Cancer,"Trabectedin, DOXIL, Dexamethasone","Mobile - United States, Tucson - United States, Los Angeles - United States, Newport Beach - United States, Orange - United States, Englewood - United States, Stamford - United States, Tampa - United States, Coeur D Alene - United States, Louisville - United States, New Orleans - United States, Boston - United States, Minneapolis - United States, Saint Louis - United States, Morristown - United States, New York - United States, Charlotte - United States, Greenville - United States, Winston Salem - United States, Cleveland - United States, Toledo - United States, Portland - United States, Pittsburgh - United States, Greenville - United States, Chattanooga - United States, Nashville - United States, Dallas - United States, Galveston - United States, Buenos Aires - Argentina, Mendoza - Argentina, Sante Fe - Argentina, Adelaide - Australia, Bentleigh - Australia, Douglas - Australia, St Leonards - Australia, Toorak Gardens - Australia, Edegem - Belgium, Hasselt - Belgium, Leuven - Belgium, Wilrijk - Belgium, Barretos - Brazil, Belo Horizonte - Brazil, Cerqueira Cesar - Brazil, Londrina - Brazil, Santo Andre - Brazil, Sao Paulo - Brazil, Calgary - Canada, Edmonton - Canada, Ottawa - Canada, Montreal - Canada, Quebec City - Canada, Reneca - Chile, Santiago - Chile, Beijing - China, Guangzhou - China, Hangzhou - China, Jinan - China, Shanghai - China, Chartres - France, Paris - France, Pierre Benite Cedex - France, Düsseldorf - Germany, Heidelberg - Germany, Jena - Germany, Karlsruhe - Germany, Mainz - Germany, Villingen-Schwenningen - Germany, Wilhelmshaven - Germany, Chai Wan - Hong Kong, Hong Kong - Hong Kong, Sha Tin - Hong Kong, Seoul - Korea, Republic of, Amsterdam - Netherlands, Enschede - Netherlands, Groningen - Netherlands, Maastricht - Netherlands, Gdansku - Poland, Gliwice - Poland, Krakow - Poland, Olsztyn - Poland, Poznan - Poland, Warszawa Poland - Poland, Wroclaw - Poland, Chelyabinsk - Russian Federation, Moscow N/A - Russian Federation, Moscow - Russian Federation, Obninsk, Kaluga Region - Russian Federation, Orenburg - Russian Federation, Saint Petersburg - Russian Federation, Samara - Russian Federation, St. Petersburg - Russian Federation, Singapore - Singapore, Barcelona - Spain, Girona - Spain, Guadalajara - Spain, L'Hospitalet De Llobregat - Spain, Madrid - Spain, Maranon - Spain, Valencia - Spain, Zaragoza - Spain, Göteborg - Sweden, Umeå - Sweden, Uppsala - Sweden, Kaohsiung County - Taiwan, Taipei - Taiwan, Tao-Yuan - Taiwan, Birmingham - United Kingdom, Edinburgh - United Kingdom, Leicester - United Kingdom, London - United Kingdom, Nottingham - United Kingdom, Poole - United Kingdom, Sheffield - United Kingdom",2010-11,2005-06-10,2014-06-27,INTERVENTIONAL,PHASE3
NCT00116805,Unknown,COMPLETED,2005-06,Chronic Hepatitis B,"TDF, ADV, TDF placebo, ADV placebo, FTC/TDF","Orange - United States, Pasadena - United States, San Diego - United States, San Jose - United States, Miami - United States, Atlanta - United States, Atlanta - United States, Honolulu - United States, Baltimore - United States, Ann Arbor - United States, Detroit - United States, St. Louis - United States, Flushing - United States, New York - United States, New York - United States, New York - United States, Fairfax - United States, Falls Church - United States, Richmond - United States, Seattle - United States, Camperdown - Australia, Concord - Australia, Westmead - Australia, Woolloongabba - Australia, Clayton - Australia, Footscray - Australia, Parkville - Australia, Prahran - Australia, Fitzroy - Australia, Perth - Australia, Sofia - Bulgaria, Sofia - Bulgaria, Varna - Bulgaria, Calgary - Canada, Vancouver - Canada, Winnepeg - Canada, Toronto - Canada, Toronto - Canada, Brno - Czech Republic, Hradec Kralove - Czech Republic, Prague - Czech Republic, Praha 6- Stresovice - Czech Republic, Clichy - France, Grenoble - France, Lille - France, Lyon - France, Nancy - France, Paris - France, Strasbourg - France, Berlin - Germany, Duesseldorf - Germany, Dusseldorf - Germany, Essen - Germany, Hamburg - Germany, Hannover - Germany, Herne - Germany, Homburg/Saar - Germany, Kiel - Germany, Mainz - Germany, Munchen - Germany, Tubingen - Germany, Athens - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Bologna - Italy, Rotterdam - Netherlands, Auckland - New Zealand, Hamilton - New Zealand, Wellington - New Zealand, Whakatane - New Zealand, Bialystok - Poland, Bydgoszcz - Poland, Chorzow - Poland, Kielce - Poland, Krakow - Poland, Warszawa - Poland, Wroclaw - Poland, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Valencia - Spain, Ankara - Turkey, Bursa - Turkey, Istanbul - Turkey, Izmir - Turkey, Birmingham - United Kingdom, London - United Kingdom",2007-05,2005-07-01,2017-03-09,INTERVENTIONAL,PHASE3
NCT00509145,ALLEGRO,COMPLETED,2007-11-13,Multiple Sclerosis,"Laquinimod, Placebo","Phoenix - United States, Centennial - United States, Fort Collins - United States, New Haven - United States, Northbrook - United States, Fort Wayne - United States, Des Moines - United States, Kansas City - United States, Lexington - United States, Farmington Hills - United States, Minneapolis - United States, Saint Louis - United States, New York - United States, Rochester - United States, Winston-Salem - United States, Fargo - United States, Dayton - United States, Oklahoma City - United States, Hershey - United States, Philadelphia - United States, Lubbock - United States, San Antonio - United States, Milwaukee - United States, Klagenfurt - Austria, Linz - Austria, Sankt Polten - Austria, Villach - Austria, Pleven - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Varna - Bulgaria, Halifax - Canada, London - Canada, Ottawa - Canada, Toronto - Canada, Greenfield Park - Canada, Montreal - Canada, Sherbrooke - Canada, Olomouc - Czechia, Ostrava - poruba - Czechia, Tallinn - Estonia, Tartu - Estonia, Besancon - France, Bron Cedex - France, Clermont-Ferrand Cedex 1 - France, Lille Cedex - France, Marseille Cedex 5 - France, Rennes Cedex 9 - France, Tbilisi - Georgia, Tbilisi - Georgia, Bayreuth - Germany, Berlin - Germany, Berlin - Germany, Bochum - Germany, Dresden - Germany, Emden - Germany, Erbach - Germany, Erfurt - Germany, Freiburg - Germany, Hamburg - Germany, Hamburg - Germany, Hannover - Germany, Heidelberg - Germany, Munster - Germany, Trier - Germany, Ulm - Germany, Budapest - Hungary, Debrecen - Hungary, Miskolc - Hungary, Veszprem - Hungary, Haifa - Israel, Haifa - Israel, Jerusalem - Israel, Ramat Gan - Israel, Tel Aviv - Israel, Catania - Italy, Fidenza - Italy, Gallarate - Italy, Grosseto - Italy, Milano - Italy, Milano - Italy, Milano - Italy, Milano - Italy, Palermo - Italy, Rome - Italy, Riga - Latvia, Kaunas - Lithuania, Siauliai - Lithuania, Groesbeek - Netherlands, Nieuwegein - Netherlands, Tilburg - Netherlands, Czestochowa - Poland, Gorzow Wielkopolski - Poland, Katowice - Poland, Kielce - Poland, Konskie - Poland, Krakow - Poland, Lodz - Poland, Warszawa - Poland, Bucharest - Romania, Cluj-Napoca - Romania, Constanta - Romania, Targu-Mures - Romania, Timisoara - Romania, Ekaterinburg - Russian Federation, Kemerovo - Russian Federation, Moscow - Russian Federation, Nizhny Novgorod - Russian Federation, Novosibirsk - Russian Federation, Perm - Russian Federation, Saint Petersburg - Russian Federation, Saint-Petersburg - Russian Federation, St. Petersburg - Russian Federation, St. Petersburg - Russian Federation, St. Petersburg - Russian Federation, Belgrade - Serbia, Nis - Serbia, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Beade-Vigo - Spain, Getafe - Spain, Girona - Spain, Lleida - Spain, Madrid - Spain, Madrid - Spain, Murcia - Spain, Pontevedra - Spain, Santiago de Compostela - Spain, Valencia - Spain, Stockholm - Sweden, Stockholm - Sweden, Stockholm - Sweden, Izmir - Turkey, Dnipropetrovsk - Ukraine, Kyiv - Ukraine, Kyiv - Ukraine, Lviv - Ukraine, Vinnytsya - Ukraine, Liverpool - United Kingdom, London - United Kingdom, Sheffield - United Kingdom",2010-11-08,2007-07-31,2021-11-02,INTERVENTIONAL,PHASE3
NCT00467844,Unknown,COMPLETED,2007-05,Cachexia,"GTx-024, GTx-024, Placebo","Anchorage - United States, Fayetteville - United States, Corona - United States, Fountain Valley - United States, Fountain Valley - United States, Rancho Mirage - United States, Riverside - United States, Colorado Springs - United States, Pueblo - United States, Hartford - United States, Waterbury - United States, Gainesville - United States, Hollywood - United States, Lake Worth - United States, Lake Worth - United States, Lakeland - United States, Melbourne - United States, Miami - United States, Zephyrhills - United States, Augusta - United States, Dublin - United States, Wichita - United States, Louisville - United States, Baltimore - United States, Bethesda - United States, Hagerstown - United States, Southfield - United States, Corinth - United States, Corinth - United States, Southaven - United States, Southaven - United States, Tupelo - United States, Kansas City - United States, Great Falls - United States, Great Falls - United States, Omaha - United States, Ashville - United States, Flat Rock - United States, Wilmington - United States, Canton - United States, Middletown - United States, Worthington - United States, Drexel Hill - United States, Lancaster - United States, West Reading - United States, Charleston - United States, Memphis - United States, Memphis - United States, Dallas - United States, Everett - United States, Edmonton - Canada, Toronto - Canada",2008-09,2007-05-01,2014-07-11,INTERVENTIONAL,PHASE2
NCT00518882,LEAD-6,COMPLETED,2007-08,"Diabetes, Diabetes Mellitus, Type 2","liraglutide, exenatide","Birmingham - United States, Goodyear - United States, Artesia - United States, Encino - United States, Escondido - United States, Los Angeles - United States, Orange - United States, Sacramento - United States, San Mateo - United States, Spring Valley - United States, Walnut Creek - United States, Fort Myers - United States, Hollywood - United States, Jacksonville - United States, Jacksonville - United States, Jacksonville - United States, Longwood - United States, Ocala - United States, Pembroke Pines - United States, Plantation - United States, St. Cloud - United States, Atlanta - United States, Powder Springs - United States, Roswell - United States, Idaho Falls - United States, Chicago - United States, Peoria - United States, Evansville - United States, Des Moines - United States, New Orleans - United States, Minneapolis - United States, St. Paul - United States, St. Peters - United States, Flemington - United States, South Bound Brook - United States, Northport - United States, Chapel Hill - United States, Canton - United States, Cincinnati - United States, Dayton - United States, Kettering - United States, Mentor - United States, Oklahoma City - United States, Altoona - United States, Philadelphia - United States, Pittsburgh - United States, Sumter - United States, Chattanooga - United States, Austin - United States, Corpus Christi - United States, Dallas - United States, Dallas - United States, Dallas - United States, Houston - United States, Midland - United States, San Antonio - United States, Newport News - United States, Richmond - United States, Olympia - United States, Spokane - United States, Milwaukee - United States, Graz - Austria, Wien - Austria, Wien - Austria, Aalborg - Denmark, Gentofte - Denmark, Hvidovre - Denmark, Odense - Denmark, Århus C - Denmark, Helsinki - Finland, Lahti - Finland, Oulu - Finland, Antibes - France, Dommartin Les Toul - France, LA ROCHELLE cedex - France, Narbonne - France, NEVERS cedex - France, Bochum - Germany, Dreieich-Sprendlingen - Germany, Falkensee - Germany, Frankfurt - Germany, Hamburg - Germany, Hannover - Germany, Herrenberg - Germany, Lampertheim - Germany, Ludwigshafen - Germany, Marburg - Germany, Pohlheim - Germany, Rehlingen-Siersburg - Germany, Speyer - Germany, Tübingen - Germany, Dublin 24 - Ireland, Dublin 9 - Ireland, Dublin - Ireland, Dublin - Ireland, Skopje - Macedonia, The Former Yugoslav Republic of, Bergen - Norway, Bergen - Norway, Stavanger - Norway, Trondheim - Norway, Bydgoszcz - Poland, Gniewkowo - Poland, Krakow - Poland, Lublin - Poland, Poznan - Poland, Tychy - Poland, Warszawa - Poland, Wroclaw - Poland, Zabrze - Poland, Manati - Puerto Rico, Alba Iulia - Romania, Resita - Romania, Suceava - Romania, Koper - Slovenia, Ljubljana - Slovenia, Novo mesto - Slovenia, Hospitalet de Llobregat - Spain, Oviedo - Spain, Palma de Mallorca - Spain, Puerto del Rosario - Spain, Stockholm - Sweden, Stockholm - Sweden, Basel - Switzerland, Bern - Switzerland, Genève 14 - Switzerland, Lugano - Switzerland",2008-04,2007-08-21,2017-03-08,INTERVENTIONAL,PHASE3
NCT00420212,DEFINE,COMPLETED,2007-01,Relapsing-Remitting Multiple Sclerosis,"BG00012, Placebo","Gilbert - United States, Phoenix - United States, San Francisco - United States, New Haven - United States, Washington - United States, Vero Beach - United States, Atlanta - United States, Evanston - United States, Palos Heights - United States, Fort Wayne - United States, Indianapolis - United States, Des Moines - United States, Wichita - United States, Lexington - United States, Brighton - United States, Hopedale - United States, Lexington - United States, Springfield - United States, Worcester - United States, Farmington Hills - United States, Minneapolis - United States, Columbia - United States, St. Louis - United States, Henderson - United States, Las Vegas - United States, Lebanon - United States, Albany - United States, Staten Island - United States, Raleigh - United States, Dayton - United States, Erie - United States, Hershey - United States, Pittsburgh - United States, East Providence - United States, Providence - United States, San Antonio - United States, Newport News - United States, Wien - United States, Seattle - United States, Camperdown - Australia, Chatswood - Australia, Fitzroy - Australia, Geelong - Australia, Heidelberg - Australia, Kogarah - Australia, Liverpool - Australia, Melbourne - Australia, Newcastle - Australia, Wien - Austria, Graz - Austria, Innsbruck - Austria, Linz - Austria, Antwerpen - Belgium, Brugge - Belgium, Charleroi - Belgium, Diepenbeek - Belgium, Leuven - Belgium, Lommel - Belgium, Sijsele-Damme - Belgium, Woluwe - Belgium, Banja Luka - Bosnia and Herzegovina, Burnaby - Canada, Halifax - Canada, Ottawa - Canada, Levis - Canada, Quebec City - Canada, Regina - Canada, Montreal - Canada, Zagreb - Croatia, Brno - Czech Republic, Jihlava - Czech Republic, Opava - Czech Republic, Ostrava - Czech Republic, Plzen - Czech Republic, Praha - Czech Republic, Teplice - Czech Republic, Clermont Ferrand - France, Nice - France, Paris - France, Rennes - France, Bad Neustadt-Saale - Germany, Berlin - Germany, Bochum - Germany, Dusseldorf - Germany, Essen - Germany, Gieben - Germany, Halle - Germany, Hamburg - Germany, Hannover - Germany, Leipzig - Germany, Minden - Germany, Munchen - Germany, Munster - Germany, Osnabruck - Germany, Westerstede - Germany, Athens - Greece, Ioannina - Greece, Thessaloniki - Greece, Guatemala City - Guatemala, Chenna - India, Coimbatore - India, Delhi - India, Hyderabad - India, Kolkata - India, Lucknow - India, Mangalore - India, Mumbai - India, New Delhi - India, Pune - India, Ashkelon - Israel, Beer Yaakov - Israel, Jerusalem - Israel, Tel Hashomer - Israel, Roma - Italy, Skopje - Macedonia, The Former Yugoslav Republic of, Guadalajara - Mexico, Mexico City - Mexico, San Luis Potosi - Mexico, Chisinau - Moldova, Republic of, Kishinev - Moldova, Republic of, Breda - Netherlands, Sittard - Netherlands, Christchurch - New Zealand, Grafton - New Zealand, Hamilton - New Zealand, Bialystok - Poland, Gdansk - Poland, Katowice - Poland, Krakow - Poland, Poznan - Poland, Szczecin - Poland, Warsaw - Poland, Bucuresti - Romania, Cluj-Napoca - Romania, Timisoara - Romania, Belgrade - Serbia, Kragujevac - Serbia, Nis - Serbia, Novi Sad - Serbia, Bratislava - Slovakia, Kosice - Slovakia, Martin - Slovakia, Cape Town - South Africa, Durban - South Africa, Rosebank - South Africa, Basel - Switzerland, St. Gallen - Switzerland, Zurich - Switzerland, Kharkiv - Ukraine, Kyiv - Ukraine, Lviv - Ukraine, Odessa - Ukraine, Poltava - Ukraine, Zaporozhye - Ukraine, London - United Kingdom, Newcastle - United Kingdom, Oxford - United Kingdom, Sheffield - United Kingdom, Staffordshire - United Kingdom, Vienna - Virgin Islands (U.S.)",2011-02,2007-01-11,2015-01-26,INTERVENTIONAL,PHASE3
NCT00688740,TAX316,COMPLETED,1997-06,Breast Cancer,"Docetaxel, 5-fluorouracil, Doxorubicin, Cyclophosphamide","Bridgewater - United States, Buenos Aires - Argentina, Wien - Austria, Sao Paulo - Brazil, Laval - Canada, Praha - Czech Republic, Cairo - Egypt, Paris - France, Berlin - Germany, Athens - Greece, Budapest - Hungary, Natanya - Israel, Warszawa - Poland, Porto Salvo - Portugal, Bratislava - Slovakia, Midrand - South Africa, Barcelona - Spain, Bromma - Sweden, Guildford Surrey - United Kingdom, Montevideo - Uruguay",2010-01,2008-06-03,2011-02-16,INTERVENTIONAL,PHASE3
NCT00454818,CUPID,COMPLETED,2007-03,"Heart Failure, Congestive, Dilated Cardiomyopathy","MYDICAR Phase 1 (Open-label, Serial Dose-Escalation Study), Placebo Infusion, MYDICAR Phase 2 (Placebo-controlled, Randomized Study)","San Diego - United States, San Diego - United States, Gainesville - United States, Chicago - United States, Chicago - United States, Kansas City - United States, St. Louis - United States, Newark - United States, New York - United States, New York - United States, Winston-Salem - United States, Cincinnati - United States, Cleveland - United States, Cleveland - United States, Portland - United States, Philadelphia - United States, Pittsburgh - United States, Tullahoma - United States, Dallas - United States, Houston - United States, Murray - United States, Madison - United States",2010-08,2007-04-02,2014-08-20,INTERVENTIONAL,"PHASE1, PHASE2"
NCT00308139,Unknown,COMPLETED,2006-04,Type 2 Diabetes Mellitus,"exenatide, long acting release, exenatide","Encino - United States, La Jolla - United States, San Diego - United States, Walnut Creek - United States, Colorado Springs - United States, Miami - United States, Chicago - United States, Indianapolis - United States, Lexington - United States, Detroit - United States, Minneapolis - United States, St. Louis - United States, Butte - United States, Rochester - United States, Durham - United States, Winston-Salem - United States, Cincinnati - United States, Marion - United States, Portland - United States, Philadelphia - United States, Greer - United States, Dallas - United States, San Antonio - United States, Olympia - United States, Toronto - Canada",2008-07,2006-03-29,2015-08-26,INTERVENTIONAL,PHASE3
