NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases
NCT00340834,TRANSFORMS,COMPLETED,2006-05,Multiple Sclerosis,"Fingolimod 1.25 mg, Fingolimod 0.5 mg, Interferon β-1a 30 µg","Cullman - United States, Phoenix - United States, Oceanside - United States, Danbury - United States, Fairfield - United States, New Haven - United States, Jacksonville - United States, Maitland - United States, Miami - United States, Pompano Beach - United States, Sarasota - United States, Tallahassee - United States, Tampa - United States, Tampa - United States, Vero Beach - United States, Kansas City - United States, Lenexa - United States, Saint Louis - United States, Charlotte - United States, Raleigh - United States, Akron - United States, Bellevue - United States, Cleveland - United States, Tualatin - United States, Pittsburgh - United States, Greenville - United States, Bristol - United States, Franklin - United States, Houston - United States, Lubbock - United States, San Antonio - United States, Seattle - United States, Spokane - United States, Morgantown - United States, Milwaukee - United States, Guarda Vieja 4435, Capital Federal - Argentina, Rosario - Argentina, Rosario - Argentina, Buenos Aires - Argentina, Cordoba - Argentina, General Urquiza 609, Buenos Aires - Argentina, Montaneses 2325, Buenos Aires - Argentina, Chatswood - Australia, Department of Medicine, Level, Missenden R, Camperdown - Australia, Liverpool - Australia, North Gosford - Australia, Suite 7E, Level 5, South Street, Kogarah - Australia, Box Hill - Australia, Suite 30, Grattan St., Parkbville - Australia, St. Poelten - Austria, Abteilung fuer Neurologie, Linz - Austria, Anichstrasse 35, Innsbruck - Austria, Ignaz Harrerstr. 79 , Salzburg - Austria, Vienna - Austria, Vienna - Austria, Avenue Hippocrate 10, Bruxelles - Belgium, Laarbeeklaan 101, Brussels - Belgium, Melsbroek - Belgium, Sint-Truiden - Belgium, Salvador - Brazil, Campinas - Brazil, Ribeirao Preto - Brazil, Porto Alegre - Brazil, Rio de Janeiro - Brazil, Rio de Janeiro - Brazil, Vancouver - Canada, Vancouver - Canada, Ottawa - Canada, Toronto - Canada, Fleurimont - Canada, Greenfield Park - Canada, Montreal - Canada, Montreal - Canada, Ottawa - Canada, Alexandria - Egypt, Cairo - Egypt, Cairo - Egypt, Cairo - Egypt, Cairo - Egypt, Marseille - France, Nancy - France, Place Amélie Raba Léon, Bordeaux Cedex - France, Place du Dr. Baylac, Toulouse Cedex - France, Poissy - France, Romaine - France, Bamberg - Germany, Berlin - Germany, Berlin - Germany, Bremen - Germany, Buchholz - Germany, Dresden - Germany, Dusseldorf - Germany, Erbach/Odenwald - Germany, Essen - Germany, Freiburg - Germany, Greifswald - Germany, Hamburg - Germany, Hannover - Germany, Heidelberg - Germany, Hennigsdorf - Germany, Koeln - Germany, Lengerich - Germany, Mainz - Germany, Muenchen - Germany, Munchen - Germany, Potsdam - Germany, Teupitz - Germany, Trier - Germany, Tubingen - Germany, Ulm - Germany, Ulm - Germany, Wermsdorf - Germany, Wurzburg - Germany, Voutes, Heraklion - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Patra - RIO - Greece, Thessaloniki - Greece, Debrecen - Hungary, Györ - Hungary, Korhaz u. 1, Veszprem - Hungary, Pecs - Hungary, u. 8-20m, Budapest - Hungary, Uzsoki u. 29., Budapest - Hungary, Gonzaga - Italy, via Pastori, 4, Gallarate - Italy, Cagliari - Italy, Ferrara - Italy, Fidenza - Italy, Milano - Italy, Milano - Italy, Montichiari - Italy, Pavia - Italy, piazza Giulio Cesare, 11 Bari - Italy, via Antonio De Toni, 5, Genova - Italy, Via Atinense, 18, Pozzilli - Italy, via Conca, 71, Torrette di Ancona - Italy, via dei Vestini, 5 Chieti - Italy, Via di Grottarossa, 1035/1039, Roma - Italy, Via Giustiniani, 2, Padova - Italy, via Montpellier, 1, Roma - Italy, via Olgettina, 48/60, Milano - Italy, via Pansini, 5, Napoli - Italy, via Santa Sofia, 78, Catania - Italy, via Toscana Nazionale, 17/19, Bologna - Italy, Viale Giovan Battista Morgagni, 85, Firenze - Italy, Kyunggi - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Taegu - Korea, Republic of, Amadora - Portugal, Av. Dr. Bissaya Barreto, Coimbra - Portugal, Capuchos - Portugal, Porto - Portugal, Rua Camilo Castelo Branco, Setubal - Portugal, Avda. Carlos Haya, s/n, Málaga - Spain, Avenida Dr. Fedriani, 3, Sevilla - Spain, Barcelona - Spain, Bilbao - Spain, C/ Dr. Martin Lagos, s/n, Madrid - Spain, EUI-planta 2, Pg. Vall d'Hebron 119-29, Barcelona - Spain, San Martin de Porres, 4, Madrid - Spain, Valencia - Spain, Neurologische Klinik, Frauenklinikstrasse 26, Zuerich - Switzerland, Petersgraben 4, Basel - Switzerland, Investigational Site - United Kingdom, London - United Kingdom, Lower Lane, Fazakerly, Liverpool - United Kingdom, Norwick - United Kingdom",2011-07,2006-06-21,2017-09-21,INTERVENTIONAL,PHASE3
NCT00125034,OPUS,COMPLETED,2005-07,"Neoplasm Metastasis, Colorectal Cancer","Cetuximab, Oxaliplatin","Graz - Austria, Linz - Austria, Salzburg - Austria, Wien - Austria, Zams - Austria, Antwerpen - Belgium, Bonheiden - Belgium, Brugge - Belgium, Hasselt - Belgium, Leuven - Belgium, Roeselare - Belgium, Turnhout - Belgium, ZU Gent - Belgium, Besancon - France, Clermond Ferrand - France, Clichy - France, Montpellier - France, Paris - France, Rouen - France, Strasbourg - France, Aschaffenburg - Germany, Dresden - Germany, Essen - Germany, Hamburg - Germany, Kiel - Germany, Magdeburg - Germany, Mannheim - Germany, Nürnberg - Germany, Tübingen - Germany, Athens - Greece, Loannina - Greece, Thessaloniki - Greece, Haifa - Israel, Kfar-Saba - Israel, Petah Tiqva - Israel, Rehovot - Israel, Tel-Aviv - Israel, Tel-Hashomer - Israel, Brescia - Italy, Milano - Italy, Padova - Italy, Pavia - Italy, Rome - Italy, Torino - Italy, Bialystok - Poland, Krakow - Poland, Lublin - Poland, Opole - Poland, Poznan - Poland, Szczecin - Poland, Warszawa - Poland, Lisbon - Portugal, Santa Maira da Feira - Portugal, Alba Iulia - Romania, Bucurest - Romania, Onesti - Romania, Oradea - Romania, Timisoara - Romania, Kazan - Russian Federation, Krasnodar - Russian Federation, Moscow - Russian Federation, Obninsk - Russian Federation, Samara - Russian Federation, St. Petersburg - Russian Federation, Bilbao - Spain, Burgos - Spain, Girona - Spain, Madrid - Spain, Malaga - Spain, Orense - Spain, Reus - Spain, Valencia - Spain, Dnepropetrovsk - Ukraine, Kharkov - Ukraine, Kiev - Ukraine, Lviv - Ukraine, Simferopol - Ukraine, Vinnitsa - Ukraine",2007-03,2005-07-29,2014-08-07,INTERVENTIONAL,PHASE2
NCT00355134,FREEDOMS II,COMPLETED,2006-06,Multiple Sclerosis,"Fingolimod, Placebo","Birmingham - United States, Cullman - United States, Mobile - United States, Phoenix - United States, Berkeley - United States, Irvine - United States, Los Angeles - United States, Oceanside - United States, Pasadena - United States, Sacramento - United States, San Francisco - United States, Denver - United States, Danbury - United States, Fairfield - United States, New Haven - United States, Washington - United States, Hollywood - United States, Jacksonville - United States, Maitland - United States, Miami - United States, Pompano Beach - United States, Sarasota - United States, Sunrise - United States, Tallahassee - United States, Tampa - United States, Vero Beach - United States, Atlanta - United States, Augusta - United States, Chicago - United States, Chicago - United States, Chicago - United States, Elk Grove Village - United States, Flossmoor - United States, Palos Heights - United States, Fort Wayne - United States, Indianapolis - United States, Des Moines - United States, Kansas City - United States, Lenexa - United States, Louisville - United States, Baltimore - United States, Baltimore - United States, Brighton - United States, Newton - United States, Springfield - United States, Worchester - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, East Lansing - United States, Grand Rapids - United States, St. Clair Shores - United States, Kansas City - United States, St. Louis - United States, Reno - United States, Lebanon - United States, Teaneck - United States, Albuquerque - United States, Latham - United States, New York - United States, New York - United States, New York - United States, Plainview - United States, Rochester - United States, Staten Island - United States, Stony Brook - United States, Syracuse - United States, Chapel Hill - United States, Durham - United States, Raleigh - United States, Winston-Salem - United States, Akron - United States, Bellevue - United States, Canton - United States, Cincinnati - United States, Columbus - United States, Toledo - United States, Uniontown - United States, Oklahoma City - United States, Tulsa - United States, Tualatin - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Pittsburgh - United States, Greenville - United States, Bristol - United States, Nashville - United States, Nashville - United States, Houston - United States, Lubbock - United States, San Antonio - United States, Burlington - United States, Charlottesville - United States, Seattle - United States, Seattle - United States, Morgantown - United States, Madison - United States, Madison - United States, Milwaukee - United States, North Gosford - Australia, Vienna - Austria, Ottawa - Canada, Greenfield Park - Canada, Bialystok - Poland, Warsaw - Poland, Warszawa - Poland, Bucharest - Romania, Targu Mures - Romania, Istanbul - Turkey, Izmir - Turkey, Yenisehir/Izmir - Turkey, Bristol - United Kingdom",2011-06,2006-07-21,2012-08-07,INTERVENTIONAL,PHASE3
NCT00287716,Unknown,COMPLETED,2006-07-14,Idiopathic Pulmonary Fibrosis,"Pirfenidone, Placebo",Brisbane - United States,2008-11-10,2006-02-07,2017-05-22,INTERVENTIONAL,PHASE3
NCT00093158,Unknown,COMPLETED,2003-08,"Unstable Angina, Myocardial Infarction, Acute Disease",Angiomax (bivalirudin) anticoagulant,New York - United States,Unknown Date,2004-10-07,2007-08-21,INTERVENTIONAL,PHASE3
NCT00554216,Unknown,COMPLETED,2007-11,Obesity,"VI-0521, VI-0521, Placebo matched phentermine/topiramate","San Diego - United States, Ridgefield - United States, Durham - United States, Toledo - United States, Austin - United States",2009-05,2007-11-06,2012-09-10,INTERVENTIONAL,PHASE3
NCT00179660,Unknown,COMPLETED,2005-08,Non-Hodgkins Lymphoma,Lenalidomide,"Scottsdale - United States, Fountain Valley - United States, Sacramento - United States, Miami - United States, Rochester - United States, Omaha - United States, Bronx - United States, La Crosse - United States",2008-06,2005-09-16,2016-01-21,INTERVENTIONAL,PHASE2
NCT00000560,Unknown,COMPLETED,1994-06,"Cardiovascular Diseases, Heart Diseases, Heart Failure, Congestive, Heart Failure",adrenergic beta antagonists,No locations listed,Unknown Date,1999-10-28,2016-04-14,INTERVENTIONAL,PHASE3
NCT00111319,Unknown,COMPLETED,2004-12,Multiple Myeloma,bortezomib,Indianapolis - United States,2007-07,2005-05-20,2009-03-26,INTERVENTIONAL,PHASE3
NCT00134563,TEMSO,COMPLETED,2004-09,Multiple Sclerosis,"Teriflunomide, Placebo (for teriflunomide)","Bridgewater - United States, Vienna - Austria, Laval - Canada, Santiago de Chile - Chile, Praha - Czech Republic, Horsholm - Denmark, Tallinn - Estonia, Helsinki - Finland, Paris - France, Berlin - Germany, Milano - Italy, Gouda - Netherlands, Lysaker - Norway, Warszawa - Poland, Porto Salvo - Portugal, Moscow - Russian Federation, Bromma - Sweden, Geneva - Switzerland, Istanbul - Turkey, Kiev - Ukraine, Guildford - United Kingdom",2010-07,2005-08-25,2013-01-04,INTERVENTIONAL,PHASE3
NCT00623636,FREEDOM301,COMPLETED,2008-07,Migraine Disorders,"MAP0004, Placebo",Seattle - United States,2010-12,2008-02-26,2014-01-09,INTERVENTIONAL,PHASE3
NCT00364013,Unknown,COMPLETED,2006-08-01,Metastatic Colorectal Cancer,"Panitumumab, FOLFOX regimen",No locations listed,2009-08-01,2006-08-15,2022-11-07,INTERVENTIONAL,PHASE3
NCT00065442,Unknown,COMPLETED,2003-07,Prostate Cancer,"Sipuleucel-T, APC-Placebo","Laguna Hills - United States, Loma Linda - United States, Los Angeles - United States, Los Angeles - United States, Palm Springs - United States, Sacramento - United States, San Diego - United States, San Diego - United States, San Francisco - United States, Denver - United States, New Britain - United States, Newark - United States, Washington - United States, Washington - United States, Miami - United States, Miami - United States, Ocoee - United States, Port St. Lucie - United States, Atlanta - United States, Chicago - United States, Chicago - United States, Maywood - United States, Park Ridge - United States, Indianapolis - United States, Baltimore - United States, Greenbelt - United States, Boston - United States, Burlington - United States, Minneapolis - United States, Rochester - United States, Las Vegas - United States, Hackensack - United States, West Orange - United States, Albany - United States, Albany - United States, East Setauket - United States, Hawthorne - United States, New York - United States, New York - United States, New York - United States, New York - United States, Staten Island - United States, Charlotte - United States, Durham - United States, Cincinnati - United States, Cleveland - United States, Portland - United States, Portland - United States, Springfield - United States, Bryn Mawr - United States, Philadelphia - United States, Myrtle Beach - United States, Dallas - United States, Fort Worth - United States, Houston - United States, Salt Lake City - United States, Norfolk - United States, Norfolk - United States, Seattle - United States, Seattle - United States, Spokane - United States, Wenatchee - United States, Madison - United States, Madison - United States, Milwaukee - United States, Victoria - Canada, London - Canada, Scarborough - Canada, Toronto - Canada, Toronto - Canada, Montreal - Canada",2009-01,2003-07-24,2010-09-06,INTERVENTIONAL,PHASE3
NCT01712490,Unknown,ACTIVE_NOT_RECRUITING,2012-11-09,Hodgkin Lymphoma,"brentuximab vedotin, doxorubicin, bleomycin, vinblastine, dacarbazine","Birmingham - United States, Gilbert - United States, Tucson - United States, Burbank - United States, Duarte - United States, Fresno - United States, Fullerton - United States, La Jolla - United States, Long Beach - United States, Los Angeles - United States, Sacramento - United States, San Luis Obispo - United States, Santa Barbara - United States, Santa Monica - United States, Stanford - United States, Colorado Springs - United States, Denver - United States, Lonetree - United States, Washington - United States, Fort Myers - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Lawrenceville - United States, Chicago - United States, Maywood - United States, Niles - United States, Zion - United States, Fort Wayne - United States, Goshen - United States, Indianapolis - United States, Iowa City - United States, Fairway - United States, Baltimore - United States, Bethesda - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, Minneapolis - United States, Rochester - United States, Saint Louis - United States, Springfield - United States, Lincoln - United States, Omaha - United States, Las Vegas - United States, Basking Ridge - United States, Hackensack - United States, Morristown - United States, Albuquerque - United States, Albany - United States, Bronx - United States, Commack - United States, New York - United States, Rochester - United States, Rockville Centre - United States, Charlotte - United States, Raleigh - United States, Bismarck - United States, Cincinnati - United States, Columbus - United States, Oklahoma City - United States, Eugene - United States, Hershey - United States, Philadelphia - United States, Charleston - United States, Greenville - United States, Chattanooga - United States, Knoxville - United States, Nashville - United States, Austin - United States, Dallas - United States, Houston - United States, San Antonio - United States, Tyler - United States, Salt Lake City - United States, Fairfax - United States, Richmond - United States, Kennewick - United States, Seattle - United States, Vancouver - United States, Yakima - United States, Morgantown - United States, Milwaukee - United States, Kingswood - Australia, St Leonards - Australia, Westmead - Australia, South Brisbane - Australia, Bedford Park - Australia, Hobart - Australia, East Melbourne - Australia, Geelong - Australia, Heidelberg - Australia, Parkville - Australia, Perth - Australia, Antwerpen - Belgium, Brugge - Belgium, Gent - Belgium, Salvador - Brazil, Curitiba - Brazil, Porto Alegre - Brazil, Santo Andre - Brazil, Rio De Janeiro - Brazil, Sao paulo - Brazil, Edmonton - Canada, Vancouver - Canada, Winnipeg - Canada, Halifax - Canada, Toronto - Canada, Montreal - Canada, Saskatoon - Canada, Hradec Kralove - Czechia, Prague - Czechia, Praha 10 - Czechia, Aalborg - Denmark, Aarhus C - Denmark, Copenhagen - Denmark, Odense C - Denmark, Roskilde - Denmark, Argenteuil - France, La Tronche - France, Limoges - France, Paris - France, Lai Chi Kok - Hong Kong, Hong Kong - Hong Kong, Tuen Mun - Hong Kong, Budapest - Hungary, Debrecen - Hungary, Gyor - Hungary, Pecs - Hungary, Szeged - Hungary, Modena - Italy, Roma - Italy, Alessandria - Italy, Bologna - Italy, Cagliari - Italy, Cuneo - Italy, Genova - Italy, Milano - Italy, Napoli - Italy, Rionero In Volture - Italy, Rome - Italy, Rozzano - Italy, Torrette Di Ancona - Italy, Minami-ku - Japan, Higashi-ku - Japan, Minami-ku - Japan, Showamachi - Japan, Chikusa-ku - Japan, Suita - Japan, Aoba-ku - Japan, Chuo-ku - Japan, Isehara-shi - Japan, Koto-ku - Japan, Goyang - Korea, Republic of, Hwasun-gun - Korea, Republic of, Seocho-gu - Korea, Republic of, Busan - Korea, Republic of, Daegu - Korea, Republic of, Incheon - Korea, Republic of, Jeonju - Korea, Republic of, Seoul - Korea, Republic of, Bergen - Norway, Oslo - Norway, Gdansk - Poland, Katowice - Poland, Krakow - Poland, L0dz - Poland, Olsztyn - Poland, Warszawa - Poland, Wroclaw - Poland, Saint-Petersburg - Russian Federation, Ufa - Russian Federation, Kazan - Russian Federation, Moscow - Russian Federation, Moskva - Russian Federation, St.Petersburg - Russian Federation, Johannesburg - South Africa, Pretoria - South Africa, Amanzimtoti - South Africa, Bloemfontein - South Africa, Cape Town - South Africa, Badalona - Spain, Barcelona - Spain, Marbella - Spain, Pamplona - Spain, Salamanca - Spain, Santiago de Compostela - Spain, Valencia - Spain, Changhua City - Taiwan, Chiayi County 613 - Taiwan, Tainan - Taiwan, Taipei - Taiwan, Taoyuan County - Taiwan, Ankara - Turkey, Istanbul - Turkey, Samsun - Turkey, Truro - United Kingdom, Aberdeen - United Kingdom, Glasgow - United Kingdom, Sutton - United Kingdom, Cardiff - United Kingdom, Birmingham - United Kingdom, Canterbury - United Kingdom, Exeter - United Kingdom, Inverness - United Kingdom, Leicester - United Kingdom, Lincoln - United Kingdom, Liverpool - United Kingdom, London - United Kingdom, Manchester - United Kingdom, Norfolk - United Kingdom, Northwood - United Kingdom, Nottingham - United Kingdom, Oxford - United Kingdom, Romford - United Kingdom, Southampton - United Kingdom",2017-04-20,2012-10-23,2025-03-12,INTERVENTIONAL,PHASE3
